ENSMUSG00000025933	Tmem14a	Gene Expression
ENSMUSG00000025934	Gsta3	Gene Expression
ENSMUSG00000067750	Khdc1a	Gene Expression
ENSMUSG00000041722	Khdc1c	Gene Expression
ENSMUSG00000085079	Khdc1b	Gene Expression
ENSMUSG00000028033	Kcnq5	Gene Expression
ENSMUSG00000041670	Rims1	Gene Expression
ENSMUSG00000026158	Ogfrl1	Gene Expression
ENSMUSG00000026155	Smap1	Gene Expression
ENSMUSG00000026154	Sdhaf4	Gene Expression
ENSMUSG00000026153	Fam135a	Gene Expression
ENSMUSG00000026147	Col9a1	Gene Expression
ENSMUSG00000026141	Col19a1	Gene Expression
ENSMUSG00000073725	Lmbrd1	Gene Expression
ENSMUSG00000033569	Adgrb3	Gene Expression
ENSMUSG00000048874	Phf3	Gene Expression
ENSMUSG00000050217	Lgsn	Gene Expression
ENSMUSG00000026063	Pih1d3	Gene Expression
ENSMUSG00000026058	Khdrbs2	Gene Expression
ENSMUSG00000026134	Prim2	Gene Expression
ENSMUSG00000004768	Rab23	Gene Expression
ENSMUSG00000042215	Bag2	Gene Expression
ENSMUSG00000042197	Zfp451	Gene Expression
ENSMUSG00000042182	Bend6	Gene Expression
ENSMUSG00000026131	Dst	Gene Expression
ENSMUSG00000042111	Ccdc115	Gene Expression
ENSMUSG00000026127	Imp4	Gene Expression
ENSMUSG00000026126	Ptpn18	Gene Expression
ENSMUSG00000026125	Prss39	Gene Expression
ENSMUSG00000026124	Cfc1	Gene Expression
ENSMUSG00000037529	Prss40	Gene Expression
ENSMUSG00000045174	Amer3	Gene Expression
ENSMUSG00000037509	Arhgef4	Gene Expression
ENSMUSG00000118272	Arhgef4	Gene Expression
ENSMUSG00000037503	Fam168b	Gene Expression
ENSMUSG00000026123	Plekhb2	Gene Expression
ENSMUSG00000045216	Hs6st1	Gene Expression
ENSMUSG00000037470	Uggt1	Gene Expression
ENSMUSG00000047180	Neurl3	Gene Expression
ENSMUSG00000037447	Arid5a	Gene Expression
ENSMUSG00000010453	Kansl3	Gene Expression
ENSMUSG00000037432	Fer1l5	Gene Expression
ENSMUSG00000001143	Lman2l	Gene Expression
ENSMUSG00000037408	Cnnm4	Gene Expression
ENSMUSG00000001138	Cnnm3	Gene Expression
ENSMUSG00000067653	Ankrd23	Gene Expression
ENSMUSG00000079610	Ankrd39	Gene Expression
ENSMUSG00000026121	Sema4c	Gene Expression
ENSMUSG00000046337	Fam178b	Gene Expression
ENSMUSG00000061518	Cox5b	Gene Expression
ENSMUSG00000037351	Actr1b	Gene Expression
ENSMUSG00000026117	Zap70	Gene Expression
ENSMUSG00000026116	Tmem131	Gene Expression
ENSMUSG00000050122	Vwa3b	Gene Expression
ENSMUSG00000026114	Cnga3	Gene Expression
ENSMUSG00000026113	Inpp4a	Gene Expression
ENSMUSG00000026112	Coa5	Gene Expression
ENSMUSG00000026111	Unc50	Gene Expression
ENSMUSG00000026110	Mgat4a	Gene Expression
ENSMUSG00000060771	Tsga10	Gene Expression
ENSMUSG00000037216	Lipt1	Gene Expression
ENSMUSG00000026088	Mitd1	Gene Expression
ENSMUSG00000061584	Lyg2	Gene Expression
ENSMUSG00000026085	Lyg1	Gene Expression
ENSMUSG00000058407	Txndc9	Gene Expression
ENSMUSG00000026083	Eif5b	Gene Expression
ENSMUSG00000026082	Rev1	Gene Expression
ENSMUSG00000037138	Aff3	Gene Expression
ENSMUSG00000048814	Lonrf2	Gene Expression
ENSMUSG00000026080	Chst10	Gene Expression
ENSMUSG00000067604	Nms	Gene Expression
ENSMUSG00000026078	Pdcl3	Gene Expression
ENSMUSG00000026077	Npas2	Gene Expression
ENSMUSG00000003134	Tbc1d8	Gene Expression
ENSMUSG00000003135	Cnot11	Gene Expression
ENSMUSG00000048234	Rnf149	Gene Expression
ENSMUSG00000050967	Creg2	Gene Expression
ENSMUSG00000057173	Rfx8	Gene Expression
ENSMUSG00000026074	Map4k4	Gene Expression
ENSMUSG00000026073	Il1r2	Gene Expression
ENSMUSG00000026072	Il1r1	Gene Expression
ENSMUSG00000070942	Il1rl2	Gene Expression
ENSMUSG00000026069	Il1rl1	Gene Expression
ENSMUSG00000026070	Il18r1	Gene Expression
ENSMUSG00000026068	Il18rap	Gene Expression
ENSMUSG00000026065	Slc9a4	Gene Expression
ENSMUSG00000026062	Slc9a2	Gene Expression
ENSMUSG00000041945	Mfsd9	Gene Expression
ENSMUSG00000079588	Tmem182	Gene Expression
ENSMUSG00000045515	Pou3f3	Gene Expression
ENSMUSG00000041907	Gpr45	Gene Expression
ENSMUSG00000070939	Tgfbrap1	Gene Expression
ENSMUSG00000010290	AI597479	Gene Expression
ENSMUSG00000008136	Fhl2	Gene Expression
ENSMUSG00000066877	Nck2	Gene Expression
ENSMUSG00000026051	Ecrg4	Gene Expression
ENSMUSG00000057363	Uxs1	Gene Expression
ENSMUSG00000041763	Tpp2	Gene Expression
ENSMUSG00000047343	Mettl21c	Gene Expression
ENSMUSG00000026049	Tex30	Gene Expression
ENSMUSG00000026047	Poglut2	Gene Expression
ENSMUSG00000041684	Bivm	Gene Expression
ENSMUSG00000026048	Ercc5	Gene Expression
ENSMUSG00000046828	Mettl21e	Gene Expression
ENSMUSG00000056870	Gulp1	Gene Expression
ENSMUSG00000026043	Col3a1	Gene Expression
ENSMUSG00000026042	Col5a2	Gene Expression
ENSMUSG00000025995	Wdr75	Gene Expression
ENSMUSG00000025993	Slc40a1	Gene Expression
ENSMUSG00000041144	Dnah7b	Gene Expression
ENSMUSG00000025986	Slc39a10	Gene Expression
ENSMUSG00000026109	Tmeff2	Gene Expression
ENSMUSG00000045954	Cavin2	Gene Expression
ENSMUSG00000026107	Nabp1	Gene Expression
ENSMUSG00000018417	Myo1b	Gene Expression
ENSMUSG00000062939	Stat4	Gene Expression
ENSMUSG00000026104	Stat1	Gene Expression
ENSMUSG00000026103	Gls	Gene Expression
ENSMUSG00000002881	Nab1	Gene Expression
ENSMUSG00000043015	Nemp2	Gene Expression
ENSMUSG00000041439	Mfsd6	Gene Expression
ENSMUSG00000026102	Inpp1	Gene Expression
ENSMUSG00000041426	Hibch	Gene Expression
ENSMUSG00000026100	Mstn	Gene Expression
ENSMUSG00000026098	Pms1	Gene Expression
ENSMUSG00000026097	Ormdl1	Gene Expression
ENSMUSG00000026096	Osgepl1	Gene Expression
ENSMUSG00000026095	Asnsd1	Gene Expression
ENSMUSG00000096141	Dnah7a	Gene Expression
ENSMUSG00000026094	Stk17b	Gene Expression
ENSMUSG00000042807	Hecw2	Gene Expression
ENSMUSG00000025983	Ccdc150	Gene Expression
ENSMUSG00000041303	Gtf3c3	Gene Expression
ENSMUSG00000073678	Pgap1	Gene Expression
ENSMUSG00000052331	Ankrd44	Gene Expression
ENSMUSG00000025982	Sf3b1	Gene Expression
ENSMUSG00000025981	Coq10b	Gene Expression
ENSMUSG00000025980	Hspd1	Gene Expression
ENSMUSG00000073676	Hspe1	Gene Expression
ENSMUSG00000025979	Mob4	Gene Expression
ENSMUSG00000025978	Rftn2	Gene Expression
ENSMUSG00000046994	Mars2	Gene Expression
ENSMUSG00000025977	Boll	Gene Expression
ENSMUSG00000038349	Plcl1	Gene Expression
ENSMUSG00000045336	Hsfy2	Gene Expression
ENSMUSG00000038331	Satb2	Gene Expression
ENSMUSG00000048495	Tyw5	Gene Expression
ENSMUSG00000025971	Maip1	Gene Expression
ENSMUSG00000038305	Spats2l	Gene Expression
ENSMUSG00000054770	Kctd18	Gene Expression
ENSMUSG00000026039	Sgo2a	Gene Expression
ENSMUSG00000063558	Aox1	Gene Expression
ENSMUSG00000064294	Aox3	Gene Expression
ENSMUSG00000038242	Aox4	Gene Expression
ENSMUSG00000079554	Aox2	Gene Expression
ENSMUSG00000051223	Bzw1	Gene Expression
ENSMUSG00000026034	Clk1	Gene Expression
ENSMUSG00000026035	Ppil3	Gene Expression
ENSMUSG00000026036	Nif3l1	Gene Expression
ENSMUSG00000026037	Orc2	Gene Expression
ENSMUSG00000038174	Fam126b	Gene Expression
ENSMUSG00000026032	Ndufb3	Gene Expression
ENSMUSG00000047528	Flacc1	Gene Expression
ENSMUSG00000026031	Cflar	Gene Expression
ENSMUSG00000026029	Casp8	Gene Expression
ENSMUSG00000026028	Trak2	Gene Expression
ENSMUSG00000026027	Stradb	Gene Expression
ENSMUSG00000072295	C2cd6	Gene Expression
ENSMUSG00000038079	Tmem237	Gene Expression
ENSMUSG00000079550	Mpp4	Gene Expression
ENSMUSG00000026024	Als2	Gene Expression
ENSMUSG00000026023	Cdk15	Gene Expression
ENSMUSG00000041075	Fzd7	Gene Expression
ENSMUSG00000026021	Sumo1	Gene Expression
ENSMUSG00000026020	Nop58	Gene Expression
ENSMUSG00000067336	Bmpr2	Gene Expression
ENSMUSG00000041040	Fam117b	Gene Expression
ENSMUSG00000026018	Ica1l	Gene Expression
ENSMUSG00000026019	Wdr12	Gene Expression
ENSMUSG00000026017	Carf	Gene Expression
ENSMUSG00000073664	Nbeal1	Gene Expression
ENSMUSG00000049439	Cyp20a1	Gene Expression
ENSMUSG00000026782	Abi2	Gene Expression
ENSMUSG00000026014	Raph1	Gene Expression
ENSMUSG00000026012	Cd28	Gene Expression
ENSMUSG00000026011	Ctla4	Gene Expression
ENSMUSG00000026009	Icos	Gene Expression
ENSMUSG00000052062	Pard3b	Gene Expression
ENSMUSG00000025969	Nrp2	Gene Expression
ENSMUSG00000040865	Ino80d	Gene Expression
ENSMUSG00000025968	Ndufs1	Gene Expression
ENSMUSG00000025967	Eef1b2	Gene Expression
ENSMUSG00000046856	Gpr1	Gene Expression
ENSMUSG00000027520	Zdbf2	Gene Expression
ENSMUSG00000025964	Adam23	Gene Expression
ENSMUSG00000069085	Dytn	Gene Expression
ENSMUSG00000025963	Mdh1b	Gene Expression
ENSMUSG00000025962	Fastkd2	Gene Expression
ENSMUSG00000025959	Klf7	Gene Expression
ENSMUSG00000025958	Creb1	Gene Expression
ENSMUSG00000025956	Mettl21a	Gene Expression
ENSMUSG00000070871	Ccnyl1	Gene Expression
ENSMUSG00000045005	Fzd5	Gene Expression
ENSMUSG00000051344	Plekhm3	Gene Expression
ENSMUSG00000025955	Akr1cl	Gene Expression
ENSMUSG00000067299	Crygd	Gene Expression
ENSMUSG00000025952	Crygc	Gene Expression
ENSMUSG00000073658	Crygb	Gene Expression
ENSMUSG00000044429	Cryga	Gene Expression
ENSMUSG00000025950	Idh1	Gene Expression
ENSMUSG00000025949	Pikfyve	Gene Expression
ENSMUSG00000025946	Pth2r	Gene Expression
ENSMUSG00000025945	Crygf	Gene Expression
ENSMUSG00000015222	Map2	Gene Expression
ENSMUSG00000055567	Unc80	Gene Expression
ENSMUSG00000026005	Rpe	Gene Expression
ENSMUSG00000026004	Kansl1l	Gene Expression
ENSMUSG00000026003	Acadl	Gene Expression
ENSMUSG00000061816	Myl1	Gene Expression
ENSMUSG00000026000	Lancl1	Gene Expression
ENSMUSG00000025991	Cps1	Gene Expression
ENSMUSG00000062209	Erbb4	Gene Expression
ENSMUSG00000025997	Ikzf2	Gene Expression
ENSMUSG00000053153	Spag16	Gene Expression
ENSMUSG00000045648	Vwc2l	Gene Expression
ENSMUSG00000026196	Bard1	Gene Expression
ENSMUSG00000050296	Abca12	Gene Expression
ENSMUSG00000026192	Atic	Gene Expression
ENSMUSG00000026193	Fn1	Gene Expression
ENSMUSG00000039395	Mreg	Gene Expression
ENSMUSG00000026189	Pecr	Gene Expression
ENSMUSG00000026188	Tmem169	Gene Expression
ENSMUSG00000026187	Xrcc5	Gene Expression
ENSMUSG00000039372	March4	Gene Expression
ENSMUSG00000039354	Smarcal1	Gene Expression
ENSMUSG00000039342	Ankar	Gene Expression
ENSMUSG00000039323	Igfbp2	Gene Expression
ENSMUSG00000026185	Igfbp5	Gene Expression
ENSMUSG00000026182	Tnp1	Gene Expression
ENSMUSG00000055322	Tns1	Gene Expression
ENSMUSG00000061815	Rufy4	Gene Expression
ENSMUSG00000026180	Cxcr2	Gene Expression
ENSMUSG00000048480	Cxcr1	Gene Expression
ENSMUSG00000006304	Arpc2	Gene Expression
ENSMUSG00000064272	Gpbar1	Gene Expression
ENSMUSG00000006299	Aamp	Gene Expression
ENSMUSG00000026179	Pnkd	Gene Expression
ENSMUSG00000006301	Tmbim1	Gene Expression
ENSMUSG00000073650	Catip	Gene Expression
ENSMUSG00000026177	Slc11a1	Gene Expression
ENSMUSG00000026176	Ctdsp1	Gene Expression
ENSMUSG00000026175	Vil1	Gene Expression
ENSMUSG00000033364	Usp37	Gene Expression
ENSMUSG00000026174	Cnot9	Gene Expression
ENSMUSG00000026173	Plcd4	Gene Expression
ENSMUSG00000026135	Zfp142	Gene Expression
ENSMUSG00000026172	Bcs1l	Gene Expression
ENSMUSG00000026171	Rnf25	Gene Expression
ENSMUSG00000033276	Stk36	Gene Expression
ENSMUSG00000033257	Ttll4	Gene Expression
ENSMUSG00000026170	Cyp27a1	Gene Expression
ENSMUSG00000006542	Prkag3	Gene Expression
ENSMUSG00000033227	Wnt6	Gene Expression
ENSMUSG00000026167	Wnt10a	Gene Expression
ENSMUSG00000090071	Cdk5r2	Gene Expression
ENSMUSG00000055197	Fev	Gene Expression
ENSMUSG00000006546	Cryba2	Gene Expression
ENSMUSG00000047021	Cfap65	Gene Expression
ENSMUSG00000006538	Ihh	Gene Expression
ENSMUSG00000026162	Nhej1	Gene Expression
ENSMUSG00000026205	Slc23a3	Gene Expression
ENSMUSG00000033159	Cnppd1	Gene Expression
ENSMUSG00000049339	Retreg2	Gene Expression
ENSMUSG00000026197	Zfand2b	Gene Expression
ENSMUSG00000026198	Abcb6	Gene Expression
ENSMUSG00000033124	Atg9a	Gene Expression
ENSMUSG00000026199	Ankzf1	Gene Expression
ENSMUSG00000026200	Glb1l	Gene Expression
ENSMUSG00000026201	Stk16	Gene Expression
ENSMUSG00000026202	Tuba4a	Gene Expression
ENSMUSG00000026203	Dnajb2	Gene Expression
ENSMUSG00000026204	Ptprn	Gene Expression
ENSMUSG00000033061	Resp18	Gene Expression
ENSMUSG00000026209	Dnpep	Gene Expression
ENSMUSG00000026208	Des	Gene Expression
ENSMUSG00000026207	Speg	Gene Expression
ENSMUSG00000033021	Gmppa	Gene Expression
ENSMUSG00000033007	Asic4	Gene Expression
ENSMUSG00000032997	Chpf	Gene Expression
ENSMUSG00000026211	Obsl1	Gene Expression
ENSMUSG00000051703	Tmem198	Gene Expression
ENSMUSG00000032968	Inha	Gene Expression
ENSMUSG00000026213	Stk11ip	Gene Expression
ENSMUSG00000006576	Slc4a3	Gene Expression
ENSMUSG00000026235	Epha4	Gene Expression
ENSMUSG00000004872	Pax3	Gene Expression
ENSMUSG00000032908	Sgpp2	Gene Expression
ENSMUSG00000026245	Farsb	Gene Expression
ENSMUSG00000090486	BC035947	Gene Expression
ENSMUSG00000012187	Mogat1	Gene Expression
ENSMUSG00000032883	Acsl3	Gene Expression
ENSMUSG00000079470	Utp14b	Gene Expression
ENSMUSG00000047330	Kcne4	Gene Expression
ENSMUSG00000050711	Scg2	Gene Expression
ENSMUSG00000054702	Ap1s3	Gene Expression
ENSMUSG00000073643	Wdfy1	Gene Expression
ENSMUSG00000026249	Serpine2	Gene Expression
ENSMUSG00000043230	Fam124b	Gene Expression
ENSMUSG00000004364	Cul3	Gene Expression
ENSMUSG00000038608	Dock10	Gene Expression
ENSMUSG00000054976	Nyap2	Gene Expression
ENSMUSG00000055980	Irs1	Gene Expression
ENSMUSG00000026142	Rhbdd1	Gene Expression
ENSMUSG00000067158	Col4a4	Gene Expression
ENSMUSG00000079465	Col4a3	Gene Expression
ENSMUSG00000026150	Mff	Gene Expression
ENSMUSG00000026149	Tm4sf20	Gene Expression
ENSMUSG00000026159	Agfg1	Gene Expression
ENSMUSG00000038496	Slc19a3	Gene Expression
ENSMUSG00000100190	Krtap28-10	Gene Expression
ENSMUSG00000101315	Krtap28-13	Gene Expression
ENSMUSG00000026166	Ccl20	Gene Expression
ENSMUSG00000053161	Daw1	Gene Expression
ENSMUSG00000026163	Sphkap	Gene Expression
ENSMUSG00000045658	Pid1	Gene Expression
ENSMUSG00000036766	Dner	Gene Expression
ENSMUSG00000026219	Trip12	Gene Expression
ENSMUSG00000073633	Fbxo36	Gene Expression
ENSMUSG00000026220	Slc16a14	Gene Expression
ENSMUSG00000070034	Sp110	Gene Expression
ENSMUSG00000070031	Sp140	Gene Expression
ENSMUSG00000026222	Sp100	Gene Expression
ENSMUSG00000036707	Cab39	Gene Expression
ENSMUSG00000026223	Itm2c	Gene Expression
ENSMUSG00000049608	Gpr55	Gene Expression
ENSMUSG00000026226	Spata3	Gene Expression
ENSMUSG00000026229	Psmd1	Gene Expression
ENSMUSG00000026228	Htr2b	Gene Expression
ENSMUSG00000062590	Armc9	Gene Expression
ENSMUSG00000079445	B3gnt7	Gene Expression
ENSMUSG00000026234	Ncl	Gene Expression
ENSMUSG00000026237	Nmur1	Gene Expression
ENSMUSG00000036574	Tex44	Gene Expression
ENSMUSG00000026238	Ptma	Gene Expression
ENSMUSG00000026239	Pde6d	Gene Expression
ENSMUSG00000026240	Cops7b	Gene Expression
ENSMUSG00000026241	Nppc	Gene Expression
ENSMUSG00000053333	Dis3l2	Gene Expression
ENSMUSG00000026246	Alppl2	Gene Expression
ENSMUSG00000079440	Alpi	Gene Expression
ENSMUSG00000036500	Akp3	Gene Expression
ENSMUSG00000026247	Ecel1	Gene Expression
ENSMUSG00000036480	Prss56	Gene Expression
ENSMUSG00000026251	Chrnd	Gene Expression
ENSMUSG00000026253	Chrng	Gene Expression
ENSMUSG00000026254	Eif4e2	Gene Expression
ENSMUSG00000026255	Efhd1	Gene Expression
ENSMUSG00000048000	Gigyf2	Gene Expression
ENSMUSG00000079436	Kcnj13	Gene Expression
ENSMUSG00000026258	Snorc	Gene Expression
ENSMUSG00000026259	Ngef	Gene Expression
ENSMUSG00000079434	Neu2	Gene Expression
ENSMUSG00000026288	Inpp5d	Gene Expression
ENSMUSG00000026289	Atg16l1	Gene Expression
ENSMUSG00000070738	Dgkd	Gene Expression
ENSMUSG00000005501	Usp40	Gene Expression
ENSMUSG00000090165	Ugt1a10	Gene Expression
ENSMUSG00000090175	Ugt1a9	Gene Expression
ENSMUSG00000089675	Ugt1a8	Gene Expression
ENSMUSG00000090124	Ugt1a7c	Gene Expression
ENSMUSG00000081984	Dnajb3	Gene Expression
ENSMUSG00000089960	Ugt1a1	Gene Expression
ENSMUSG00000044783	Hjurp	Gene Expression
ENSMUSG00000036251	Trpm8	Gene Expression
ENSMUSG00000026295	Spp2	Gene Expression
ENSMUSG00000062310	Glrp1	Gene Expression
ENSMUSG00000049866	Arl4c	Gene Expression
ENSMUSG00000036206	Sh3bp4	Gene Expression
ENSMUSG00000055013	Agap1	Gene Expression
ENSMUSG00000034486	Gbx2	Gene Expression
ENSMUSG00000067081	Asb18	Gene Expression
ENSMUSG00000026301	Iqca	Gene Expression
ENSMUSG00000044337	Ackr3	Gene Expression
ENSMUSG00000034432	Cops8	Gene Expression
ENSMUSG00000048126	Col6a3	Gene Expression
ENSMUSG00000026303	Mlph	Gene Expression
ENSMUSG00000090550	Prlh	Gene Expression
ENSMUSG00000026304	Rab17	Gene Expression
ENSMUSG00000026305	Lrrfip1	Gene Expression
ENSMUSG00000070732	Rbm44	Gene Expression
ENSMUSG00000034353	Ramp1	Gene Expression
ENSMUSG00000034343	Ube2f	Gene Expression
ENSMUSG00000026307	Scly	Gene Expression
ENSMUSG00000049515	Espnl	Gene Expression
ENSMUSG00000026308	Klhl30	Gene Expression
ENSMUSG00000047443	Erfe	Gene Expression
ENSMUSG00000026309	Ilkap	Gene Expression
ENSMUSG00000067071	Hes6	Gene Expression
ENSMUSG00000055866	Per2	Gene Expression
ENSMUSG00000034292	Traf3ip1	Gene Expression
ENSMUSG00000026311	Asb1	Gene Expression
ENSMUSG00000007805	Twist2	Gene Expression
ENSMUSG00000026313	Hdac4	Gene Expression
ENSMUSG00000026260	Ndufa10	Gene Expression
ENSMUSG00000067064	Olfr1416	Gene Expression
ENSMUSG00000057464	Olfr1415	Gene Expression
ENSMUSG00000042849	Olfr1414	Gene Expression
ENSMUSG00000058904	Olfr1413	Gene Expression
ENSMUSG00000046300	Olfr1412	Gene Expression
ENSMUSG00000062497	Olfr1411	Gene Expression
ENSMUSG00000063583	Olfr1410	Gene Expression
ENSMUSG00000061616	Olfr12	Gene Expression
ENSMUSG00000073616	Cops9	Gene Expression
ENSMUSG00000044055	Otos	Gene Expression
ENSMUSG00000034220	Gpc1	Gene Expression
ENSMUSG00000047067	Dusp28	Gene Expression
ENSMUSG00000026269	Rnpepl1	Gene Expression
ENSMUSG00000026270	Capn10	Gene Expression
ENSMUSG00000026271	Gpr35	Gene Expression
ENSMUSG00000045091	Aqp12	Gene Expression
ENSMUSG00000014602	Kif1a	Gene Expression
ENSMUSG00000026272	Agxt	Gene Expression
ENSMUSG00000034159	Mab21l4	Gene Expression
ENSMUSG00000084989	Crocc2	Gene Expression
ENSMUSG00000047793	Sned1	Gene Expression
ENSMUSG00000026273	Mterf4	Gene Expression
ENSMUSG00000026274	Pask	Gene Expression
ENSMUSG00000026275	Ppp1r7	Gene Expression
ENSMUSG00000034107	Ano7	Gene Expression
ENSMUSG00000034088	Hdlbp	Gene Expression
ENSMUSG00000026276	Sept2	Gene Expression
ENSMUSG00000034066	Farp2	Gene Expression
ENSMUSG00000026277	Stk25	Gene Expression
ENSMUSG00000026278	Bok	Gene Expression
ENSMUSG00000026279	Thap4	Gene Expression
ENSMUSG00000026280	Atg4b	Gene Expression
ENSMUSG00000026281	Dtymk	Gene Expression
ENSMUSG00000026283	Ing5	Gene Expression
ENSMUSG00000073609	D2hgdh	Gene Expression
ENSMUSG00000094651	Gal3st2	Gene Expression
ENSMUSG00000093805	Gal3st2b	Gene Expression
ENSMUSG00000073608	Gal3st2c	Gene Expression
ENSMUSG00000034000	Neu4	Gene Expression
ENSMUSG00000026285	Pdcd1	Gene Expression
ENSMUSG00000051185	Fam174a	Gene Expression
ENSMUSG00000040710	St8sia4	Gene Expression
ENSMUSG00000040693	Slco4c1	Gene Expression
ENSMUSG00000026331	Slco6c1	Gene Expression
ENSMUSG00000044768	D1Ertd622e	Gene Expression
ENSMUSG00000040648	Ppip5k2	Gene Expression
ENSMUSG00000026333	Gin1	Gene Expression
ENSMUSG00000026335	Pam	Gene Expression
ENSMUSG00000026336	Slco6d1	Gene Expression
ENSMUSG00000067028	Cntnap5b	Gene Expression
ENSMUSG00000050840	Cdh20	Gene Expression
ENSMUSG00000047496	Rnf152	Gene Expression
ENSMUSG00000056536	Pign	Gene Expression
ENSMUSG00000026319	Relch	Gene Expression
ENSMUSG00000026321	Tnfrsf11a	Gene Expression
ENSMUSG00000038866	Zcchc2	Gene Expression
ENSMUSG00000044340	Phlpp1	Gene Expression
ENSMUSG00000057329	Bcl2	Gene Expression
ENSMUSG00000009905	Kdsr	Gene Expression
ENSMUSG00000009907	Vps4b	Gene Expression
ENSMUSG00000067006	Serpinb5	Gene Expression
ENSMUSG00000059956	Serpinb12	Gene Expression
ENSMUSG00000048775	Serpinb13	Gene Expression
ENSMUSG00000044594	Serpinb3a	Gene Expression
ENSMUSG00000058017	Serpinb3d	Gene Expression
ENSMUSG00000073602	Serpinb3b	Gene Expression
ENSMUSG00000073601	Serpinb3c	Gene Expression
ENSMUSG00000026327	Serpinb11	Gene Expression
ENSMUSG00000067001	Serpinb7	Gene Expression
ENSMUSG00000062345	Serpinb2	Gene Expression
ENSMUSG00000026315	Serpinb8	Gene Expression
ENSMUSG00000026312	Cdh7	Gene Expression
ENSMUSG00000047216	Cdh19	Gene Expression
ENSMUSG00000038702	Dsel	Gene Expression
ENSMUSG00000070695	Cntnap5a	Gene Expression
ENSMUSG00000026374	Tsn	Gene Expression
ENSMUSG00000026377	Nifk	Gene Expression
ENSMUSG00000064302	Clasp1	Gene Expression
ENSMUSG00000026380	Tfcp2l1	Gene Expression
ENSMUSG00000048402	Gli2	Gene Expression
ENSMUSG00000037035	Inhbb	Gene Expression
ENSMUSG00000004451	Ralb	Gene Expression
ENSMUSG00000098923	Tmem185b	Gene Expression
ENSMUSG00000026383	Epb41l5	Gene Expression
ENSMUSG00000026384	Ptpn4	Gene Expression
ENSMUSG00000036975	Tmem177	Gene Expression
ENSMUSG00000036962	Cfap221	Gene Expression
ENSMUSG00000026387	Sctr	Gene Expression
ENSMUSG00000050777	Tmem37	Gene Expression
ENSMUSG00000026385	Dbi	Gene Expression
ENSMUSG00000026389	Steap3	Gene Expression
ENSMUSG00000036907	C1ql2	Gene Expression
